OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,PARK_ID,REGION,ShapeSTArea,ShapeSTLength
118,Georges Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,40.45201012, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,1762120.89,5702.876008
119,Green Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,1.74734212, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,76115.57544,1091.095197
120,Little Calf Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,0.81175344, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,35360.60889,742.3708988
121,Calf Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,22.42221171, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,976728.9067,4398.551054
122,Outer Brewster Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,20.11554453, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,876248.6975,4527.319948
123,Middle Brewster Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,13.64915484, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,594567.7546,3861.635003
124,Great Brewster Island,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,23.93567723, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,1042656.637,5473.604922
125,Shag Rocks,Commonwealth of Massachusetts,A97/Ch91/WPA,6,Harbor Islands,1.31981442, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,57492.13794,1060.761266
126,Long Island,City of Boston,Ch91/WPA,2,Harbor Islands,225.1856664, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,9809262.016,20824.59346
127,Little Brewster Island,United States of America,Ch91/WPA,6,Harbor Islands,3.12413852, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,US Coast Guard, ,N, , ,,0,0,,INFO_Reallocation From Dept,136089.8933,1664.731059
128,Thompson Island,Private,A97/CR,2,Harbor Islands,169.8727319,"Boston Harbor, west of Harbor Point, Dorchester",Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR/NPS,Private,X,L, ,,0,0,,INFO_Reallocation From Dept,7399787.758,15923.2919
129,Rainsford Island,City of Boston,Ch91/WPA,2,Harbor Islands,21.6523638, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,728999.9934,6827.78051
130,Deer Island,MWRA,Ch91/WPA,2,Harbor Islands,91.32779604, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",MWRA, ,N,X, ,,0,0,,INFO_Reallocation From Dept,3978309.457,23526.77039
131,Moon Island,City of Boston,Ch91/WPA,2,Harbor Islands,54.08510359, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,2355988.999,13367.59931
132,Connell Fields/Hickey Courts,Commonwealth of Massachusetts,A97,3,Hyde Park,4.1483742, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Smith Pond Playground,,0,0,,INFO_Reallocation From Dept,731043.5374,3936.998764
133,Weider Park,Commonwealth of Massachusetts,A97,3,Hyde Park,6.91931115, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Sherrin&Dale St.,,0,0,,INFO_Reallocation From Dept,299833.9487,2275.150575
134,Monterey Hilltop I,City of Boston,A97,6,Hyde Park,4.12374269, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Region 4,182255.6443,2694.471146
135,Monterey Hilltop II,Private, ,6,Hyde Park,0.10408992, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,4961.452637,459.1980073
136,Sherrin Woods I,City of Boston,A97,6,Hyde Park,23.81339751, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,1043137.413,5549.270605
137,Oak Lawn Cemetery,Private, ,4,Hyde Park,10.40684866, ,Commercial/Office/Business District,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,264782.5283,2409.177623
138,Doyle Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.94486646, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,41159.1145,1303.270731
139,Euclid Street,Private,WPA,7,Hyde Park,3.84836232, ,Industrial District,Urban Wilds & Natural Areas,NULL, ,N, ,Neponset Field,,0,0,,INFO_Reallocation From Dept,167637.6433,2010.745204
140,West Street,City of Boston,A97,6,Hyde Park,2.53280629, ,Industrial District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,109132.3513,1403.209273
141,Dell Rock I,City of Boston,A97,6,Hyde Park,1.3, ,Residential District,Urban Wilds & Natural Areas,BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,56817.29688,1085.065951
142,Amatucci Playground,City of Boston,A97,3,Hyde Park,0.44867941,Opposite 1661 Hyde Park Ave.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,20293.24023,613.1177306
143,Moynihan Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,7.18571325, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,313015.2349,2601.677609
144,Iacono/Readville Playground,City of Boston,A97,3,Hyde Park,4.91402344,159 Readville Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,214058.6669,2079.802464
145,Camp Meigs,Commonwealth of Massachusetts,A97/ACEC,3,Hyde Park,2.86583949, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,124838.1882,1506.556423
146,Jeremiah Hurley Memorial Park,City of Boston,A97,1,Hyde Park,0.07,0 (Zero) Wolcott Square,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Wolcott Square,BPRD,0,0,,PARK_Maintenance_Ground Maintenance,3178.469727,251.5825715
147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,A97,3,Hyde Park,27.39,Corner Turtle Pond Parkway & River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Kelly/Factory Hill (Lawler)/Bajko/Olsen,,0,0,,INFO_Reallocation From Dept,1193277.176,5359.043288
148,Williams Square,City of Boston,A97,1,Hyde Park,0.03805675,Opposite 131 Williams Ave.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,,PARK_Maintenance_Ground Maintenance,1657.782471,190.5413516
149,Dana Avenue Urban Wild I,Commonwealth of Massachusetts,A97,6,Hyde Park,0.81968055, ,Industrial District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,33855.79077,1276.893306
150,Pleasant View I,City of Boston, ,6,Hyde Park,0.07, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,3112.562744,235.6281428
151,Pleasant View II,Private, ,6,Hyde Park,0.17, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,7441.676514,502.6284969
152,Mother Brook Reservation,Commonwealth of Massachusetts,A97,2,Hyde Park,30.39060995, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X,Mill Pond Reservation,,0,0,,INFO_Reallocation From Dept,1323838.504,8917.915798
153,Oak Lawn Golf Range,Private, ,7,Hyde Park,22.92,467-487 Cummins Highway,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,Barry's Quarry,,0,0,,INFO_Reallocation From Dept,998466.1306,5211.898821
154,Mission Hill Playground,City of Boston,A97,3,Jamaica Plain,2.68681793,60 Smith Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Sheehy-Smith Playground,,0,0,,PARK_Maintenance_Region 3,117039.8704,1538.126335
155,Gibbons Playground,City of Boston,A97,3,Jamaica Plain,0.11,10 Sewall Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Delle Avenue Playground,,0,0,,PARK_Maintenance_Region 3,4569.105957,285.6776346
156,Mozart Street Playground,City of Boston,A97,3,Jamaica Plain,0.8062696,28 Mozart Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Holland Plgd,,0,0,,PARK_Maintenance_Region 3,35121.72852,768.1724628
157,Paul Gore/Beecher Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.50768117, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,22114.98535,630.8370748
158,Beecher Street Play Area,City of Boston,A97,3,Jamaica Plain,0.1742426,105 Paul Gore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,7590.143066,362.7745004
159,South Street Courts,City of Boston,A97,3,Jamaica Plain,0.33823302, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,14640.1731,484.2312556
160,Murphy Playground,City of Boston,,3,Jamaica Plain,2.59767464,20 Child Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, ,BPS,0,0,,PARK_Maintenance_Region 3,110805.9307,1666.946957
161,Lawrence Farm,Private,AP/Ch61A (Part),6,Jamaica Plain,41.7049113, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,Trustees of Reservations,Private,X, ,Allandale Farm,,0,0,,INFO_Reallocation From Dept,1792884.035,6409.127426
162,Soldier's Monument,City of Boston,A97,1,Jamaica Plain,0.13268804, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X, , ,,0,0,,PARK_Maintenance_Region 3,5779.992676,344.4825198
163,Forbes Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.37078302, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Region 3,16151.5957,521.0428546
164,Tobin Community Center Garden,City of Boston, ,5,Jamaica Plain,0.2966297, ,Institutional District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,12921.41968,493.0239346
165,English H.S. Athletic Fields,City of Boston, ,3,Jamaica Plain,7.63320583,144 McBride Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, ,,0,0,,PARK_Maintenance_Region 3,332508.3577,3592.43958
166,Johnson Park II,City of Boston,A97,3,Jamaica Plain,0.17063559, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X, ,,0,0,,INFO_Reallocation From Dept,7433.016357,567.2906561
167,Johnson Park I,Commonwealth of Massachusetts,A97,3,Jamaica Plain,2.60085765, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,113295.3721,1467.485404
168,Mahoney Square,City of Boston,A97,1,Jamaica Plain,0.06021515,Intersection of Day and Centre St.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Hyde Sq., Centre Square",BPRD,0,0,,PARK_Maintenance_Region 3,2623.019775,181.5562788
169,Hellenic College Athletic Field,Private, ,3,Jamaica Plain,3.40660796, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,148394.4807,1655.393823
170,Hellenic Hill I,Private,100/GPOD,6,Jamaica Plain,17.69531095, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,Private,N, , ,,0,0,,INFO_Reallocation From Dept,770821.4495,6658.025662
171,Back of the Hill,City of Boston,A97,6,Jamaica Plain,3.71620564, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,161880.7971,2635.591962
172,Hall/Boynton Street Garden,MBTA,A97,5,Jamaica Plain,0.13731616, ,Open Space District,Community Gardens,NULL,DCR,N, , ,,0,0,,INFO_Reallocation From Dept,5981.598877,324.6646674
173,Anson Street Garden,MBTA,A97,5,Jamaica Plain,0.16933221, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,7376.242676,531.4385675
174,Thetford/Evans Playground,City of Boston,A97,3,Mattapan,0.68,Corner of Thetford & Evans Sts,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,,PARK_Maintenance_Region 2,29759.88403,699.9295441
175,Woodhaven,City of Boston,A97,6,Mattapan,1.1823713, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,53250.93018,931.4803594
176,Gladeside I,City of Boston,A97/WPA,6,Mattapan,10.3057581, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,448208.8682,3495.07022
177,Willowwood Rock,City of Boston,A97,6,Mattapan,0.53229858, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,24342.15112,683.5947723
178,Gladeside II,Private, ,6,Mattapan,0.89854126, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,39141.15356,919.3922109
179,Blue Hill Rock,BHA, ,6,Mattapan,0.4499289, ,Residential District,Urban Wilds & Natural Areas,NULL,BHA,N, , ,,0,0,,INFO_Reallocation From Dept,19599.25195,603.2684396
180,Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.14129551, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,267519.5898,2585.464693
181,Franklin Field BHA Garden,City of Boston, ,5,Mattapan,0.43377787, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,4193.961182,491.8876898
182,ReVision House Urban Farm #1,Private, ,5,Mattapan,0.35190856, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,15329.42627,509.8716316
183,Lucerne/Balsam Street Garden,BNAN,Land Trust,5,Mattapan,0.22551695, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,9823.693604,396.3476369
184,Walker Playground,City of Boston,A97,3,Mattapan,5.9534334,550 Norfolk Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 2,259336.1689,2437.938938
185,Kennedy Playground,Commonwealth of Massachusetts,A97,3,Mattapan,0.26002942, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Charles Plgd,,0,0,,INFO_Reallocation From Dept,11327.08301,485.6682052
186,Forest Hills Cemetery,Private, ,4,Roslindale,243.7323322, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,10617169.15,17024.88681
187,Walter Street Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,0.8659424,Walter Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,Private,X,X, ,,0,0,,INFO_Reallocation From Dept,37517.5957,872.9201378
188,Weld Hill Tract,Private, ,3,Roslindale,14.11,"Centre, Weld & Walter Streets",Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,"Walter Street Tract, Arnold Arboretum",,0,0,,INFO_Reallocation From Dept,614572.6064,4031.630048
189,Pagel Playground,City of Boston,A97,3,Roslindale,2.72504189,365 Hyde Park Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,,PARK_Maintenance_Region 4,118355.5286,1652.934228
190,Parkman Playground,City of Boston,A97,3,Roslindale,2.06809445,58 Wachusett Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,90087.79614,1277.674777
191,Leland Street Herb Garden,BNAN,Land Trust,5,Roslindale,0.25911714, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,10828.18628,422.6515674
192,Fallon Field,City of Boston,A97,3,Roslindale,7.51145116,940 South Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,327204.6292,2373.302908
193,Poplar Street Play Area,City of Boston,A97,3,Roslindale,0.44211382,Opposite 238 Poplar St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Hillside Play Area,,0,0,,PARK_Maintenance_Ground Maintenance,18995.99316,613.585566
194,Southwest Boston Garden Club,MBTA, ,5,Roslindale,1.52021643, ,Residential District,Community Gardens,NULL,Private,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,66221.81226,1075.033534
195,Delano Park,City of Boston, ,1,Roslindale,0.20637203, ,Open Space District,"Malls, Squares & Plazas",NULL,,N,X, ,,0,0,,PARK_Maintenance_Region 4,8989.725342,1290.860107
196,Toll Gate Cemetery,Private, ,4,Roslindale,0.90478525, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,39413.14624,1135.123985
197,Forest Hills Rotary,Commonwealth of Massachusetts,A97,1,Roslindale,0.69082163, ,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,30092.71899,615.1986228
198,Whittier Playground,City of Boston, ,3,Roxbury,0.27550283, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,12001.11694,461.2216354
199,Dudley Town Common,City of Boston,A97,1,Roxbury,0.62004086, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,26879.85522,966.1750463
200,King Street Play Area,City of Boston,A97,3,Roxbury,0.13,239 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Play Area #4,BPRD,0,0,,PARK_Maintenance_Region 5,5457.454102,307.7420564
201,Jeep Jones Park,City of Boston,A97,3,Roxbury,1.82,221 Roxbury Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,79196.28394,1230.883514
202,Linwood Park,City of Boston,A97,1,Roxbury,0.07383864,1 Linwood Park/Opp. 75 Centre St.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,3216.469482,209.0729225
203,Alvah Kittredge Park,City of Boston,A97,1,Roxbury,0.11595123,Linwood Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,,PARK_Maintenance_Region 5,5058.857666,339.5638221
204,Rockledge Street Urban Wild,City of Boston,A97,6,Roxbury,0.53148566, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,BCC,0,0,,PARK_Maintenance_Ground Maintenance,22372.56201,725.3298247
205,St James Street Park,City of Boston,A97,3,Roxbury,0.38489331,Adjacent to 35 St. James Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,17115.81567,562.3330272
207,Malcolm X Park I,City of Boston,A97,3,Roxbury,15.12,158 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Washington Park,,0,0,,PARK_Maintenance_Region 5,658608.4773,3913.710025
208,Horatio Harris Park,City of Boston,A97,3,Roxbury,2.52189718,Opposite 227 Walnut Ave,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,109855.7944,1301.216603
209,Trotter School Playground,City of Boston,A97,3,Roxbury,1.24398438,Oppoiste 156 Humboldt Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,54188.92358,957.7365162
210,Crawford Street Playground,City of Boston,A97,3,Roxbury,1.72194396,Adjacent to 310 Walnut Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,111840.8787,2109.877378
211,Msgr. John Roussin Park,City of Boston,A97,3,Roxbury,0.3170537,345 Walnut Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,"Father Jack Play Area, Walnut Street Play Area",,0,0,,PARK_Maintenance_Region 5,13926.25244,460.822956
212,Flaherty Playground,City of Boston,A97,3,Roxbury,1.31078198, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Cornwall,,0,0,,PARK_Maintenance_Region 3,57098.67847,958.9864366
